"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Antigua and Barbuda","ATG","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","1.1679699420929","1.03558003902435","","1.04458999633789","0.839510023593903","","","","","","","","","","","","","","0.979719996452332","","","","","","","","","","","","","","","0.98364","0.96502","0.99024","0.97177","0.96444","1.03904","","0.97434","0.99004","","0.97936","0.97924","",
"Australia","AUS","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0004700422287","0.9964399933815","0.995710015296936","0.997550010681152","1.01998996734619","","","","","","","","","","","","","","","","","","0.92526","0.92517","0.93754","","",
"Austria","AUT","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.935630023479462","","","","","0.925040006637573","","","","","0.925480008125305","0.935090005397797","0.930199980735779","0.930419981479645","0.946359992027283","0.931739985942841","0.926389992237091","0.931770026683807","0.944019973278046","0.940590023994446","0.946959972381592","0.946590006351471","0.9514399766922","0.955340027809143","0.955839991569519","0.960539996623993","0.965650022029877","0.961279988288879","0.966949999332428","0.96969","0.96958","0.96443","0.96342","0.96304","0.96625","0.96986","0.96881","0.9656","0.96524","0.96872","0.97008","0.97157","0.97297","0.97232","0.97283","0.97199","0.97173","","",
"Azerbaijan","AZE","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.996630012989044","0.983900010585785","0.96126002073288","0.939000010490417","1.05991995334625","1.06005001068115","1.03029000759125","","","","","","","","","","","","","","","","","","","","","1.00262","",
"Burundi","BDI","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.47036001086235","0.483489990234375","0.541329979896545","0.566259980201721","0.574599981307983","0.593739986419678","0.609990000724792","0.605170011520386","0.61829000711441","0.620220005512238","0.62133002281189","0.607990026473999","0.616890013217926","0.636619985103607","0.661130011081696","0.683319985866547","0.714219987392426","0.75670999288559","0.773310005664825","0.781930029392242","0.811129987239838","0.794040024280548","0.796620011329651","","","","","","","","","","0.7973","0.81838","0.83756","0.88422","0.89849","","0.92613","0.93882","0.95414","0.96371","0.97228","0.99295","1.00404","1.01382","1.02149","1.0343","",
"Belgium","BEL","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.983980000019073","0.981949985027313","0.996519982814789","0.990710020065308","0.99507999420166","0.996129989624023","1.00327003002167","1.00642001628876","1.00970995426178","1.01231002807617","1.01566994190216","1.01364004611969","1.02303004264832","1.01726996898651","1.01885998249054","1.01291000843048","1.01401996612549","1.01364004611969","1.01452004909515","1.01689004898071","1.01929998397827","1.01709997653961","1.03746998310089","1.03794002532959","1.0453200340271","1.04335999488831","","","1.04175996780396","1.05728","1.06342","1.06831","1.05752","1.05655","1.06992","1.07475","1.07981","1.08786","1.08961","1.08339","1.0819","1.08252","1.08219","1.07985","1.08055","1.06966","1.07024","","",
"Benin","BEN","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.445650011301041","","0.45456001162529","0.446359992027283","0.44530001282692","","0.439790010452271","","","","","","","","0.478969991207123","0.482289999723434","0.486829996109009","","","","","","","","","","","","0.614619970321655","0.63333","0.64629","0.66145","0.67315","0.69451","","","","","","","0.80969","","0.83489","0.8479","0.85927","0.87708","","","",
"Burkina Faso","BFA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.568300008773804","0.578840017318726","0.585629999637604","0.589640021324158","0.595619976520538","0.589559972286224","0.577040016651154","","0.586889982223511","0.600679993629456","0.589290022850037","0.592469990253448","0.588440001010895","0.588490009307861","0.591040015220642","0.589219987392426","","","","","","","","0.638949990272522","","","","","0.6841099858284","0.70023","0.71276","","0.73722","0.7666","0.78233","0.79949","0.81793","0.83998","0.85607","0.87711","0.89341","0.91462","0.93689","0.9483","0.96035","0.97131","0.98214","0.98913","",
"Bangladesh","BGD","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","0.500899970531464","","","0.498580008745193","0.526970028877258","","0.517599999904633","0.530789971351624","0.569419980049133","","","0.616020023822784","0.607200026512146","0.627960026264191","0.623650014400482","0.716489970684052","0.726050019264221","0.753639996051788","","","","","","","","","","","","","","","1.05332","1.05578","1.0643","1.08539","1.05959","1.08595","","","","","","","","1.11591","",
"Bulgaria","BGR","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.986570000648499","0.992079973220825","0.993820011615753","0.996129989624023","1.00046002864838","0.984040021896362","0.9964399933815","0.986429989337921","0.985220015048981","0.984359979629517","0.993120014667511","0.995989978313446","0.995800018310547","0.99685001373291","0.995700001716614","0.995580017566681","0.993080019950867","0.993680000305176","0.990260004997253","0.99167001247406","0.994490027427673","0.995500028133392","0.992950022220612","0.997579991817474","0.994859993457794","0.988250017166138","0.990040004253387","0.981289982795715","0.979120016098022","0.97697","0.97728","0.97835","0.97846","0.96894","0.96795","0.96899","0.96905","0.97705","0.97656","0.97026","0.96631","0.96958","0.96694","0.9746","0.97546","0.97623","","","",
"Bahrain","BHR","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.729499995708466","0.770820021629334","0.788590013980865","0.806379973888397","0.816209971904755","0.828379988670349","0.83788001537323","0.844359993934631","0.841650009155273","0.849319994449615","0.852649986743927","0.861760020256042","0.908990025520325","0.938099980354309","0.967490017414093","0.989109992980957","0.99506002664566","0.999239981174469","1.01013994216919","1.02781999111176","1.02438998222351","1.03640997409821","1.03960001468658","1.03719997406006","1.02302002906799","1.01893997192383","1.02515995502472","1.0246399641037","1.0246000289917","1.02969","1.05332","1.06584","1.07104","1.06942","1.06913","1.07209","","","","","0.99866","1.01333","1.01446","1.00919","1.00213","1.01494","1.01399","1.02155","",
"Bahamas, The","BHS","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","1.08545005321503","1.07521998882294","","1.07544994354248","1.0718400478363","","","","","","1.01503002643585","1.01801002025604","","1.00167000293732","","1.1091400384903","","0.975399971008301","","","1.01611","","0.98163","0.97984","0.98081","0.99136","0.98632","1.00189","1.0099","0.99952","1.01186","1.01085","1.00104","0.98935","1.01076","","","",
"Bosnia and Herzegovina","BIH","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belarus","BLR","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00998997688293","","","","","","","","","","0.97724","0.97646","0.9774","0.97749","0.97657","0.98435","0.98884","0.99107","0.99101","0.98858","0.99057","",
"Belize","BLZ","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","0.975009977817535","0.972000002861023","","","","0.982990026473999","","","0.970160007476807","0.978959977626801","","","","0.995010018348694","0.98493","0.99016","","0.99797","1.00325","0.9839","0.99438","1.00684","0.99975","1.0008","1.00442","0.99741","0.99023","0.98956","0.99017","0.98217","0.97797","0.99239","0.98756","",
"Bermuda","BMU","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","1.06988000869751","1.05541002750397","1.02892005443573","1.03277003765106","1.01986002922058","1.01155996322632","1.01513004302979","1.02014994621277","0.984629988670349","0.980350017547607","","","","","","","","","","","","","","","","","","","","","1.03914","1.06155","1.08098","1.11161","1.09013","1.08261","","","","","1.07334","1.06056","1.06641","1.05304","1.0485","","","","",
"Bolivia","BOL","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.764519989490509","","","","","","","","","","","","","","","","","","","","","","","","","","","0.965279996395111","0.968089997768402","0.96531","0.96783","0.97015","0.97389","0.97706","0.98178","0.98608","0.98963","0.99076","0.99238","0.99255","0.99482","0.9944","0.98957","0.98709","0.98537","0.9861","0.98288","","",
"Brazil","BRA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.01296","1.03545","1.03353","1.02885","","1.04399","1.03873","1.04416","","1.02593","1.02894","1.02651","1.03266","1.01545","1.01698","1.00377","","",
"Barbados","BRB","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.992169976234436","1.00375998020172","1.00575995445251","0.905780017375946","0.967060029506683","1.05288004875183","1.04622995853424","1.03207004070282","1.03290998935699","1.06754994392395","1.00108003616333","1.01780998706818","0.984560012817383","1.01726996898651","0.990369975566864","","","","1.03477001190186","0.951020002365112","","","","","","","","","1.01550996303558","1.00695","0.99534","0.9954","0.99434","0.99208","0.99323","1.00022","1.00936","1.01192","1.01087","1.01069","1.018","","","1.01625","1.0137","1.02221","1.00208","0.99964","",
"Brunei Darussalam","BRN","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.935230016708374","0.928520023822784","0.935639977455139","0.942520022392273","0.944790005683899","0.950010001659393","0.968330025672913","0.987800002098084","0.994989991188049","1.00171995162964","0.989009976387024","1.00088000297546","1.00522005558014","1.00657999515533","1.00146996974945","","","","","","","0.998749971389771","1.01400005817413","1.01660001277924","1.00407004356384","","","","0.985050022602081","0.981339991092682","0.98215","0.97737","0.97305","0.97887","0.97267","0.97246","0.97813","0.98282","0.98777","0.99329","1.0011","0.99815","1.00955","1.01909","1.01017","1.01034","1.0142","1.01496","1.01621","",
"Bhutan","BTN","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.0527499988675117","0.229249998927116","0.206790000200272","","0.287330001592636","","","0.373369991779327","","","","","","0.450410008430481","0.463490009307861","","","","","","","","","","","","","","0.820999979972839","0.837750017642975","0.85716","0.88163","","","","0.96003","0.97694","0.98435","0.99917","1.02099","1.029","1.03222","1.03747","1.03837","1.04076","1.03525","1.04809","1.04927","1.05822","",
"Botswana","BWA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","1.09192001819611","1.10470998287201","1.11871004104614","1.1543300151825","1.17878997325897","1.19722998142242","1.19839000701904","1.19539999961853","1.18456995487213","1.18286001682281","1.16966998577118","1.14476001262665","","1.12865996360779","1.11234998703003","1.10084998607635","1.0660400390625","1.04837000370026","1.04230999946594","1.04126000404358","1.05165994167328","1.06195998191833","1.0535900592804","1.04068005084991","1.02908003330231","1.03129005432129","","","1.01955997943878","1.01892995834351","1.01819","1.01261","1.01077","1.01072","1.00349","1.00091","1.00517","1.00357","1.01582","","","","","","","","","","","",
"Central African Republic","CAF","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.461809992790222","0.462390005588531","0.469969987869263","","","0.514140009880066","0.503340005874634","0.500320017337799","0.508650004863739","0.545310020446777","0.534889996051788","0.52658998966217","","","","0.584089994430542","0.577430009841919","0.57506000995636","0.584850013256073","0.596660017967224","0.612559974193573","0.628329992294312","","","","","","","","","0.67168","","","","","","","","0.69816","","0.7059","0.71417","","","","0.76095","","","",
"Canada","CAN","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.99031001329422","0.991590023040771","0.993939995765686","1.00097000598907","0.999369978904724","1.00736999511719","1.0081000328064","1.0096800327301","1.01031005382538","1.0127899646759","1.01164996623993","0.998690009117126","0.988330006599426","0.987489998340607","0.988709986209869","0.989310026168823","0.990209996700287","0.991840004920959","0.992799997329712","1.00022995471954","0.994369983673096","0.992290019989014","0.990029990673065","0.990180015563965","0.993640005588531","0.993770003318787","","0.9964399933815","1.00942003726959","1.01057","","","","","0.98427","0.98582","0.98591","0.98632","0.98797","0.98954","0.99223","1.00368","1.00639","1.00857","1.00839","1.00818","1.00546","","",
"Central Europe and the Baltics","CEB","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.984790027141571","0.985520005226135","0.987519979476929","0.99115002155304","0.989859998226166","0.992030024528503","0.991879999637604","0.993780016899109","0.993449985980988","0.994000017642975","0.994140028953552","0.995829999446869","0.998120009899139","0.998629987239838","0.997759997844696","0.999019980430603","1.00029003620148","1.00803005695343","1.00888001918793","0.996580004692078","0.994490027427673","1.00153005123138","1.01143002510071","1.00399005413055","1.00591003894806","1.01066994667053","1.0079300403595","1.00197005271912","1.00139999389648","0.999960005283356","0.997370004653931","0.996169984340668","0.994180023670197","0.991209983825684","1.00150001049042","0.997510015964508","0.995720028877258","0.995220005512238","0.995190024375916","0.995989978313446","0.99399","0.99168","0.9925","0.98851","0.98977","0.99218","0.99235","0.99318","0.99261","",
"Switzerland","CHE","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","0.928780019283295","0.937390029430389","0.941340029239655","0.942460000514984","0.943560004234314","0.945200026035309","0.945360004901886","0.947229981422424","0.948920011520386","0.953779995441437","0.957589983940125","0.963389992713928","0.965449988842011","0.969820022583008","0.972379982471466","0.955579996109009","0.960979998111725","0.963680028915405","0.96806001663208","","0.956250011920929","0.960879981517792","0.96723","0.97475","0.97179","0.96997","0.9647","0.96694","0.96732","0.96976","0.97218","0.97522","0.98153","0.9838","0.98317","0.98532","","0.97934","0.97613","0.97323","","",
"Channel Islands","CHI","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","1.0131299495697","1.00330996513367","1.00110995769501","1.00642001628876","1.01049995422363","1.00713002681732","1.01582002639771","1.00828003883362","1.00572001934052","1.0081000328064","1.00551998615265","1.01147997379303","0.98989999294281","0.995890021324158","0.993579983711243","0.997489988803864","0.995819985866547","","","1.00384998321533","1.00768005847931","0.994270026683807","0.998130023479462","1.00756001472473","","","","","0.999539971351624","0.999559998512268","0.99598","","0.99499","0.9929","0.98231","0.98307","0.98666","0.98673","0.98572","0.98866","1.00043","0.99864","1.00058","0.98964","0.98937","0.9886","0.98853","0.9876","","",
"China","CHN","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","0.820949971675873","0.826040029525757","0.830439984798431","0.818159997463226","0.811959981918335","0.794979989528656","0.781080007553101","0.777639985084534","0.781639993190765","0.787370026111603","0.808640003204346","0.826499998569489","0.833199977874756","0.842719972133636","0.848609983921051","0.860360026359558","0.874170005321503","0.881250023841858","0.901910006999969","0.915570020675659","0.928520023822784","0.935779988765717","","","","0.96462","","","","","0.98804","0.99155","0.99697","1.00335","0.98895","0.99242","0.99718","1.00609","1.00948","1.01158","1.01014","1.01322","1.01431","",
"Cote d'Ivoire","CIV","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.537679970264435","0.544879972934723","0.551389992237091","0.555719971656799","","","","","","","0.622829973697662","","0.635879993438721","0.645749986171722","","","","","","","","","","","","","","","0.69038999080658","","","","","","","","","","","","","","","0.80755","0.81822","0.8335","0.85067","0.86788","",
"Cameroon","CMR","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.712029993534088","0.732280015945435","0.739709973335266","0.750509977340698","0.753009974956512","0.763960003852844","0.771650016307831","0.775139987468719","0.785449981689453","0.790489971637726","0.790120005607605","0.795090019702911","0.794430017471313","0.797749996185303","0.7985799908638","0.804620027542114","0.810859978199005","0.814869999885559","0.817879974842072","0.822260022163391","0.828980028629303","0.872099995613098","","","0.847949981689453","","0.85505998134613","0.806869983673096","0.826870024204254","","0.85386","0.80073","0.84817","0.84109","0.82646","0.82812","0.83796","0.84256","0.85621","","0.86135","0.86922","","0.877","0.88346","0.88564","","","",
"Congo, Dem. Rep.","COD","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.553229987621307","0.57490998506546","0.590699970722198","0.618749976158142","0.608749985694885","0.612990021705627","0.620890021324158","0.61913001537323","0.621529996395111","0.63331001996994","0.645519971847534","0.654929995536804","0.667949974536896","0.681609988212585","0.603399991989136","0.606130003929138","0.704879999160767","0.679139971733093","","","","0.698469996452332","0.706579983234406","0.672919988632202","0.670199990272522","","","","","","","","","","","","0.73986","0.76395","0.77433","0.78782","0.78898","0.80111","0.82777","0.82886","0.88949","","","","",
"Congo, Rep.","COG","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.7326700091362","0.753369987010956","0.768010020256042","0.763620018959045","0.778020024299622","0.787230014801025","0.796109974384308","0.818769991397858","0.825100004673004","0.831920027732849","0.853410005569458","0.855610013008118","","0.860759973526001","0.88279002904892","0.890209972858429","0.868969976902008","0.904449999332428","0.890959978103638","0.87975001335144","","0.879760026931763","","","","0.872250020503998","","","","","","0.88263","0.85804","0.90841","","","","","","","","1.00334","","","","","","","",
"Colombia","COL","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","1.00952005386353","1.01225996017456","1.01515996456146","1.01691997051239","1.02319002151489","1.02138996124268","1.02517998218536","1.02497005462646","1.0286500453949","1.02819001674652","1.02392995357513","1.02461004257202","1.0188000202179","1.05201995372772","1.00394999980927","1.01575994491577","1.0171400308609","1.00511002540588","1.00587999820709","1.00713002681732","","1.06523001194","1.09596002101898","1.06563997268677","","1.04982995986938","1.01488995552063","","1.02708995342255","1.04314994812012","1.03857","","1.03801","","1.04039","1.03677","1.04432","1.0479","1.04509","1.04765","1.03967","1.02827","1.02808","1.02834","1.02437","1.02157","1.01984","1.01407","1.01321","",
"Comoros","COM","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.45745000243187","","0.497599989175797","","","","","","","","0.680230021476746","","","","","0.731689989566803","0.765739977359772","","","","","","","","","","","","0.844799995422363","","","0.82888","0.82689","0.84807","","","","","","","","","0.97533","0.97979","","","0.99313","","",
"Cabo Verde","CPV","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.964200019836426","0.983609974384308","0.992609977722168","0.995090007781982","","","","0.979619979858398","","","","","","","1.00884","1.00252","1.01044","1.01335","1.0205","1.04894","1.05111","1.01504","1.03777","1.03982","1.03091","1.03664","1.02905","1.01991","1.01452","1.01014","1.00729","1.007","",
"Costa Rica","CRI","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.999390006065369","1.00311005115509","1.00935995578766","1.01443004608154","1.00880002975464","1.01320004463196","1.01529002189636","1.01819002628326","","1.01733994483948","1.01910996437073","1.01059997081757","1.01063001155853","1.00542998313904","0.996039986610413","0.997460007667542","0.992470026016235","0.990719974040985","0.990700006484985","0.988430023193359","0.994769990444183","1.00057005882263","1.00123000144958","1.00670003890991","1.00748002529144","1.00987994670868","1.01406002044678","1.01308000087738","1.0093400478363","1.00598001480103","1.00061","1.00852","0.99932","","1.001","1.00064","1.00517","1.00234","1.00673","1.00807","1.00735","1.00842","1.01007","1.02139","1.02212","1.01672","1.02941","1.04103","1.04136","",
"Caribbean small states","CSS","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","1.00850999355316","1.0102299451828","1.01499998569489","1.01625001430511","1.01405000686646","1.02920997142792","1.04072999954224","1.02831995487213","1.02953004837036","1.02969002723694","1.0388799905777","1.03991997241974","1.03287994861603","1.03214001655579","1.03071999549866","1.03146004676819","1.03656995296478","1.021360039711","1.02566003799438","1.03052997589111","1.02845001220703","1.02092003822327","1.01487994194031","1.01013994216919","1.01279997825623","1.0129200220108","1.01749002933502","1.01807999610901","1.01227998733521","1.01144003868103","1.01122999191284","1.00938999652863","1.02090001106262","1.01905000209808","1.01774001121521","1.02049005031586","1.02224004268646","1.02196002006531","1.01998996734619","1.01051998138428","1.02249","1.02475","1.02653","1.01862","1.02093","1.03294","1.01652","1.0182","1.00971","",
